リーグ名,チーム名,選手名,年度,日付,ストライクカウント,ボールカウント,結果
パリーグ,オリックス,川端　崇義,2014,08/29,1,2,右安
パリーグ,オリックス,川端　崇義,2014,08/29,2,3,中安
パリーグ,オリックス,川端　崇義,2014,08/27,0,0,遊ゴロ
パリーグ,オリックス,川端　崇義,2014,08/27,1,1,捕犠打
パリーグ,オリックス,川端　崇義,2014,08/27,0,1,遊併打
パリーグ,オリックス,川端　崇義,2014,08/26,2,1,中２(2)
パリーグ,オリックス,川端　崇義,2014,08/26,2,2,空三振
パリーグ,オリックス,川端　崇義,2014,08/26,1,1,左本(1)
パリーグ,オリックス,川端　崇義,2014,08/23,0,0,遊併打
パリーグ,オリックス,川端　崇義,2014,08/23,0,0,三ゴロ
パリーグ,オリックス,川端　崇義,2014,08/23,2,2,空三振
パリーグ,オリックス,川端　崇義,2014,08/22,1,1,三ゴロ
パリーグ,オリックス,川端　崇義,2014,08/22,1,1,中安(2)
パリーグ,オリックス,川端　崇義,2014,08/22,1,3,四球
パリーグ,オリックス,川端　崇義,2014,08/21,2,1,見三振
パリーグ,オリックス,川端　崇義,2014,08/21,0,1,中飛
パリーグ,オリックス,川端　崇義,2014,08/21,0,1,一邪飛
パリーグ,オリックス,川端　崇義,2014,08/20,2,2,右飛
パリーグ,オリックス,川端　崇義,2014,08/20,2,3,三ゴロ
パリーグ,オリックス,川端　崇義,2014,08/20,2,2,空三振
パリーグ,オリックス,川端　崇義,2014,08/20,1,1,遊ゴロ
パリーグ,オリックス,川端　崇義,2014,08/19,2,3,四球
パリーグ,オリックス,川端　崇義,2014,08/19,1,1,遊ゴロ
パリーグ,オリックス,川端　崇義,2014,08/19,1,2,遊ゴロ
パリーグ,オリックス,川端　崇義,2014,08/19,1,0,右安
パリーグ,オリックス,川端　崇義,2014,08/17,2,3,四球
パリーグ,オリックス,川端　崇義,2014,08/17,0,1,三安
パリーグ,オリックス,川端　崇義,2014,08/17,1,0,左２
パリーグ,オリックス,川端　崇義,2014,08/17,2,1,空三振
パリーグ,オリックス,川端　崇義,2014,08/16,1,0,二ゴロ
パリーグ,オリックス,川端　崇義,2014,08/16,2,1,死球
パリーグ,オリックス,川端　崇義,2014,08/16,1,1,右安(1)
パリーグ,オリックス,川端　崇義,2014,08/16,2,1,中飛
パリーグ,オリックス,川端　崇義,2014,08/15,1,0,右安(2)
パリーグ,オリックス,川端　崇義,2014,08/15,1,1,三併打
パリーグ,オリックス,川端　崇義,2014,08/15,0,0,右飛
パリーグ,オリックス,川端　崇義,2014,08/15,1,1,遊ゴロ
パリーグ,オリックス,川端　崇義,2014,08/14,0,1,右安
パリーグ,オリックス,川端　崇義,2014,08/14,2,2,二ゴロ
パリーグ,オリックス,川端　崇義,2014,08/14,2,3,四球
パリーグ,オリックス,川端　崇義,2014,08/14,0,0,左２(2)
パリーグ,オリックス,川端　崇義,2014,08/13,2,3,四球
パリーグ,オリックス,川端　崇義,2014,08/13,2,1,右飛
パリーグ,オリックス,川端　崇義,2014,08/13,2,2,空三振
パリーグ,オリックス,川端　崇義,2014,08/13,1,1,捕犠打
パリーグ,オリックス,川端　崇義,2014,08/13,2,0,空三振
パリーグ,オリックス,川端　崇義,2014,08/06,0,0,右安
パリーグ,オリックス,川端　崇義,2014,08/06,2,2,右飛
パリーグ,オリックス,川端　崇義,2014,08/06,2,2,二ゴロ
パリーグ,オリックス,川端　崇義,2014,08/05,2,1,遊安
パリーグ,オリックス,川端　崇義,2014,08/05,1,2,中安
パリーグ,オリックス,川端　崇義,2014,08/05,2,3,二飛
パリーグ,オリックス,川端　崇義,2014,08/03,1,0,中飛
パリーグ,オリックス,川端　崇義,2014,08/03,2,1,中安
パリーグ,オリックス,川端　崇義,2014,08/03,1,1,右飛
パリーグ,オリックス,川端　崇義,2014,08/02,2,1,左２(1)
パリーグ,オリックス,川端　崇義,2014,08/01,0,0,右２
パリーグ,オリックス,川端　崇義,2014,08/01,2,3,見三振
パリーグ,オリックス,川端　崇義,2014,08/01,2,0,二ゴロ
パリーグ,オリックス,川端　崇義,2014,06/01,2,2,空三振
パリーグ,オリックス,川端　崇義,2014,06/01,2,0,右安
パリーグ,オリックス,川端　崇義,2014,06/01,0,0,一ゴロ
パリーグ,オリックス,川端　崇義,2014,05/26,2,3,三ゴロ
パリーグ,オリックス,川端　崇義,2014,05/24,1,1,死球
パリーグ,オリックス,川端　崇義,2014,05/20,1,0,遊ゴロ
パリーグ,オリックス,川端　崇義,2014,05/17,2,1,三飛
パリーグ,オリックス,川端　崇義,2014,05/16,2,1,二ゴロ
パリーグ,オリックス,川端　崇義,2014,05/16,2,3,四球
パリーグ,オリックス,川端　崇義,2014,05/16,0,0,中飛
パリーグ,オリックス,川端　崇義,2014,05/13,0,0,死球
パリーグ,オリックス,川端　崇義,2014,05/10,1,0,二直
パリーグ,オリックス,川端　崇義,2014,05/10,2,2,中安
パリーグ,オリックス,川端　崇義,2014,05/10,1,1,三ゴロ
パリーグ,オリックス,川端　崇義,2014,05/07,2,1,空三振
パリーグ,オリックス,川端　崇義,2014,05/07,2,2,死球
パリーグ,オリックス,川端　崇義,2014,05/05,1,3,遊ゴロ
パリーグ,オリックス,川端　崇義,2014,05/05,2,0,空三振
パリーグ,オリックス,川端　崇義,2014,05/04,2,1,二安
パリーグ,オリックス,川端　崇義,2014,05/03,1,0,一飛
パリーグ,オリックス,川端　崇義,2014,05/03,2,2,左安
パリーグ,オリックス,川端　崇義,2014,05/03,1,1,右飛
パリーグ,オリックス,川端　崇義,2014,05/01,1,0,右飛
パリーグ,オリックス,川端　崇義,2014,05/01,1,1,三ゴロ
パリーグ,オリックス,川端　崇義,2014,05/01,1,1,二ゴロ
パリーグ,オリックス,川端　崇義,2014,04/27,1,0,三併打
パリーグ,オリックス,川端　崇義,2014,04/27,1,2,中安
パリーグ,オリックス,川端　崇義,2014,04/27,2,1,右２
パリーグ,オリックス,川端　崇義,2014,04/26,1,0,一ゴロ
パリーグ,オリックス,川端　崇義,2014,04/26,0,0,中飛
パリーグ,オリックス,川端　崇義,2014,04/26,1,1,三安
パリーグ,オリックス,川端　崇義,2014,04/26,2,2,右安
パリーグ,オリックス,川端　崇義,2014,04/26,0,0,二ゴロ
パリーグ,オリックス,川端　崇義,2014,04/25,2,2,中安
パリーグ,オリックス,川端　崇義,2014,04/25,2,1,空三振
パリーグ,オリックス,川端　崇義,2014,04/22,2,3,四球
パリーグ,オリックス,川端　崇義,2014,04/22,2,2,空三振
パリーグ,オリックス,川端　崇義,2014,04/22,0,0,一犠打
パリーグ,オリックス,川端　崇義,2014,04/19,2,2,右安
パリーグ,オリックス,川端　崇義,2014,04/19,2,1,遊ゴロ
パリーグ,オリックス,川端　崇義,2014,04/19,0,3,四球
パリーグ,オリックス,川端　崇義,2014,04/19,1,1,遊ゴロ
パリーグ,オリックス,竹原　直隆,2014,10/07,2,1,右飛
パリーグ,オリックス,竹原　直隆,2014,10/07,1,1,二飛
パリーグ,オリックス,竹原　直隆,2014,10/07,1,0,中安
パリーグ,オリックス,竹原　直隆,2014,10/07,2,0,空三振
パリーグ,オリックス,竹原　直隆,2014,10/04,2,0,左安
パリーグ,オリックス,竹原　直隆,2014,10/04,2,1,右安(1)
パリーグ,オリックス,竹原　直隆,2014,10/04,2,3,四球
パリーグ,オリックス,竹原　直隆,2014,10/02,1,1,左２
パリーグ,オリックス,竹原　直隆,2014,10/02,2,3,三飛
パリーグ,オリックス,竹原　直隆,2014,09/30,2,2,二飛
パリーグ,オリックス,竹原　直隆,2014,09/30,1,1,左安
パリーグ,オリックス,竹原　直隆,2014,09/30,2,3,一邪飛
パリーグ,オリックス,竹原　直隆,2014,09/29,2,3,空三振
パリーグ,オリックス,竹原　直隆,2014,09/29,2,0,左２
パリーグ,オリックス,竹原　直隆,2014,09/29,2,3,四球
パリーグ,オリックス,竹原　直隆,2014,06/22,2,2,空三振
パリーグ,オリックス,竹原　直隆,2014,06/22,0,1,右飛
パリーグ,オリックス,竹原　直隆,2014,06/22,2,0,左犠飛(1)
パリーグ,オリックス,竹原　直隆,2014,06/21,1,2,一飛
パリーグ,オリックス,竹原　直隆,2014,06/21,0,0,右飛
パリーグ,オリックス,竹原　直隆,2014,06/21,0,0,左安
パリーグ,オリックス,竹原　直隆,2014,06/18,1,3,四球
パリーグ,オリックス,竹原　直隆,2014,06/17,2,2,三ゴロ
パリーグ,オリックス,竹原　直隆,2014,06/15,0,0,遊安
パリーグ,オリックス,竹原　直隆,2014,06/14,0,0,右２(1)
パリーグ,オリックス,竹原　直隆,2014,06/07,2,1,空三振
パリーグ,オリックス,竹原　直隆,2014,06/07,2,3,遊ゴロ
パリーグ,オリックス,竹原　直隆,2014,06/06,0,0,左飛
パリーグ,オリックス,竹原　直隆,2014,06/04,1,1,遊ゴロ
パリーグ,オリックス,竹原　直隆,2014,05/21,2,3,空三振
パリーグ,オリックス,竹原　直隆,2014,05/21,0,1,遊併打
パリーグ,オリックス,竹原　直隆,2014,05/21,0,1,中飛
パリーグ,オリックス,竹原　直隆,2014,05/13,2,3,一ゴロ
パリーグ,オリックス,竹原　直隆,2014,05/13,0,1,中飛
パリーグ,オリックス,竹原　直隆,2014,05/13,2,2,遊飛
パリーグ,オリックス,竹原　直隆,2014,05/11,2,3,中安
パリーグ,オリックス,竹原　直隆,2014,05/10,2,2,中飛
パリーグ,オリックス,竹原　直隆,2014,05/10,0,1,三邪飛
パリーグ,オリックス,竹原　直隆,2014,05/10,1,0,二飛
パリーグ,オリックス,竹原　直隆,2014,05/09,1,1,一ゴロ
パリーグ,オリックス,竹原　直隆,2014,05/06,2,0,捕邪飛
パリーグ,オリックス,竹原　直隆,2014,05/06,0,1,左本(1)
パリーグ,オリックス,竹原　直隆,2014,05/06,1,0,左飛
パリーグ,オリックス,駿太,2014,10/07,1,1,二直
パリーグ,オリックス,駿太,2014,10/07,1,0,左２
パリーグ,オリックス,駿太,2014,10/07,2,2,空三振
パリーグ,オリックス,駿太,2014,10/07,2,0,空三振
パリーグ,オリックス,駿太,2014,10/07,0,1,右２(1)
パリーグ,オリックス,駿太,2014,10/04,2,2,空三振
パリーグ,オリックス,駿太,2014,10/04,2,0,投ゴロ
パリーグ,オリックス,駿太,2014,10/04,0,1,中安
パリーグ,オリックス,駿太,2014,10/04,2,0,空三振
パリーグ,オリックス,駿太,2014,10/04,2,1,中安
パリーグ,オリックス,駿太,2014,09/30,2,1,遊併打
パリーグ,オリックス,駿太,2014,09/29,2,2,投ゴロ
パリーグ,オリックス,駿太,2014,09/28,0,0,二ゴロ
パリーグ,オリックス,駿太,2014,09/28,1,0,三犠打
パリーグ,オリックス,駿太,2014,09/28,1,0,右飛
パリーグ,オリックス,駿太,2014,09/28,2,1,左飛
パリーグ,オリックス,駿太,2014,09/27,2,1,遊ゴロ
パリーグ,オリックス,駿太,2014,09/27,2,1,死球
パリーグ,オリックス,駿太,2014,09/26,1,1,右安
パリーグ,オリックス,駿太,2014,09/26,2,2,左飛
パリーグ,オリックス,駿太,2014,09/26,0,3,四球
パリーグ,オリックス,駿太,2014,09/26,0,2,二ゴロ
パリーグ,オリックス,駿太,2014,09/26,2,2,空三振
パリーグ,オリックス,駿太,2014,09/25,2,1,空三振
パリーグ,オリックス,駿太,2014,09/25,2,3,四球
パリーグ,オリックス,駿太,2014,09/25,2,3,遊飛
パリーグ,オリックス,駿太,2014,09/25,1,1,二ゴロ
パリーグ,オリックス,駿太,2014,09/23,1,0,三ゴロ
パリーグ,オリックス,駿太,2014,09/23,2,2,見三振
パリーグ,オリックス,駿太,2014,09/23,1,0,二ゴロ
パリーグ,オリックス,駿太,2014,09/21,2,2,二ゴロ
パリーグ,オリックス,駿太,2014,09/21,0,0,一安
パリーグ,オリックス,駿太,2014,09/21,1,2,左飛
パリーグ,オリックス,駿太,2014,09/21,2,3,四球
パリーグ,オリックス,駿太,2014,09/20,2,1,二安
パリーグ,オリックス,駿太,2014,09/20,2,2,右２(1)
パリーグ,オリックス,駿太,2014,09/20,0,0,二ゴロ
パリーグ,オリックス,駿太,2014,09/20,2,3,四球
パリーグ,オリックス,駿太,2014,09/19,2,2,一ゴロ
パリーグ,オリックス,駿太,2014,09/19,2,0,二併打
パリーグ,オリックス,駿太,2014,09/19,1,1,三邪飛
パリーグ,オリックス,駿太,2014,09/18,2,3,左安
パリーグ,オリックス,駿太,2014,09/18,0,3,遊飛
パリーグ,オリックス,駿太,2014,09/18,0,0,中２(1)
パリーグ,オリックス,駿太,2014,09/17,1,0,遊ゴロ
パリーグ,オリックス,駿太,2014,09/17,0,0,右飛
パリーグ,オリックス,駿太,2014,09/17,2,3,四球
パリーグ,オリックス,駿太,2014,09/17,2,2,見三振
パリーグ,オリックス,駿太,2014,09/15,2,0,二ゴロ
パリーグ,オリックス,駿太,2014,09/15,2,2,左飛
パリーグ,オリックス,駿太,2014,09/15,2,3,空三振
パリーグ,オリックス,駿太,2014,09/14,1,3,四球
パリーグ,オリックス,駿太,2014,09/14,1,2,捕犠打
パリーグ,オリックス,駿太,2014,09/13,0,0,二ゴロ
パリーグ,オリックス,駿太,2014,09/13,2,1,空三振
パリーグ,オリックス,駿太,2014,09/13,0,1,左安
パリーグ,オリックス,駿太,2014,09/10,2,2,左３(1)
パリーグ,オリックス,駿太,2014,09/10,1,1,遊飛
パリーグ,オリックス,駿太,2014,09/10,2,0,空三振
パリーグ,オリックス,駿太,2014,09/10,0,1,一ゴロ
パリーグ,オリックス,駿太,2014,09/09,1,3,四球
パリーグ,オリックス,駿太,2014,09/08,2,1,遊直
パリーグ,オリックス,駿太,2014,09/08,1,2,三ゴロ
パリーグ,オリックス,駿太,2014,09/07,2,1,中飛
パリーグ,オリックス,駿太,2014,09/07,2,0,空三振
パリーグ,オリックス,駿太,2014,09/07,0,1,投ゴロ
パリーグ,オリックス,駿太,2014,09/07,1,0,三飛
パリーグ,オリックス,駿太,2014,09/06,2,2,右３(3)
パリーグ,オリックス,駿太,2014,09/05,2,1,空三振
パリーグ,オリックス,駿太,2014,09/05,0,0,投犠打(1)
パリーグ,オリックス,駿太,2014,09/05,2,3,中飛
パリーグ,オリックス,駿太,2014,09/05,1,2,中安
パリーグ,オリックス,駿太,2014,09/04,2,3,空三振
パリーグ,オリックス,駿太,2014,09/04,2,1,左安
パリーグ,オリックス,駿太,2014,09/04,1,3,四球
パリーグ,オリックス,駿太,2014,09/04,2,1,遊ゴロ
パリーグ,オリックス,駿太,2014,09/03,0,0,二ゴロ
パリーグ,オリックス,駿太,2014,09/03,0,0,投ゴロ
パリーグ,オリックス,駿太,2014,09/03,2,3,右安
パリーグ,オリックス,駿太,2014,09/03,0,2,右飛
パリーグ,オリックス,駿太,2014,09/02,1,1,二ゴロ(1)
パリーグ,オリックス,駿太,2014,09/02,2,0,空三振
パリーグ,オリックス,駿太,2014,09/02,2,0,二ゴロ
パリーグ,オリックス,駿太,2014,09/02,0,0,中安
パリーグ,オリックス,駿太,2014,09/02,2,1,空三振
パリーグ,オリックス,駿太,2014,08/31,2,2,右２
パリーグ,オリックス,駿太,2014,08/30,2,3,四球(1)
パリーグ,オリックス,駿太,2014,08/30,2,2,空三振
パリーグ,オリックス,駿太,2014,08/30,1,3,四球
パリーグ,オリックス,駿太,2014,08/30,1,0,左安(1)
パリーグ,オリックス,駿太,2014,08/30,1,2,一ゴロ
パリーグ,オリックス,駿太,2014,08/30,1,2,一ゴロ
パリーグ,オリックス,駿太,2014,08/28,0,0,右安
パリーグ,オリックス,駿太,2014,08/28,0,3,四球
パリーグ,オリックス,駿太,2014,08/28,2,2,見三振
パリーグ,オリックス,駿太,2014,08/28,1,1,右本(1)
パリーグ,オリックス,駿太,2014,08/27,1,0,捕犠打
パリーグ,オリックス,駿太,2014,08/26,0,1,右安
パリーグ,オリックス,駿太,2014,08/26,1,0,二飛
パリーグ,オリックス,駿太,2014,08/26,2,1,右本(2)
パリーグ,オリックス,駿太,2014,08/24,2,2,空三振
パリーグ,オリックス,駿太,2014,08/24,0,0,遊直
パリーグ,オリックス,駿太,2014,08/24,2,0,二ゴロ
パリーグ,オリックス,駿太,2014,08/24,2,1,左飛
パリーグ,オリックス,駿太,2014,08/22,2,3,左２
パリーグ,オリックス,駿太,2014,08/21,0,0,中飛
パリーグ,オリックス,駿太,2014,08/20,2,0,見三振
パリーグ,オリックス,駿太,2014,08/20,1,1,中安
パリーグ,オリックス,駿太,2014,08/20,2,1,中安
パリーグ,オリックス,駿太,2014,08/20,2,1,見三振
パリーグ,オリックス,駿太,2014,08/19,1,0,右飛
パリーグ,オリックス,駿太,2014,08/19,1,3,右飛
パリーグ,オリックス,駿太,2014,08/16,2,1,空三振
パリーグ,オリックス,駿太,2014,08/16,1,1,中飛
パリーグ,オリックス,駿太,2014,08/16,2,1,空三振
パリーグ,オリックス,駿太,2014,08/16,1,2,二ゴロ
パリーグ,オリックス,駿太,2014,08/15,2,1,見三振
パリーグ,オリックス,駿太,2014,08/15,1,1,右本(1)
パリーグ,オリックス,駿太,2014,08/15,2,1,一邪飛
パリーグ,オリックス,駿太,2014,08/15,2,3,四球
パリーグ,オリックス,駿太,2014,08/14,0,0,捕邪飛
パリーグ,オリックス,駿太,2014,08/12,2,3,右飛
パリーグ,オリックス,駿太,2014,08/12,2,1,一ゴロ
パリーグ,オリックス,駿太,2014,08/12,2,2,中安
パリーグ,オリックス,駿太,2014,08/12,2,2,二ゴロ
パリーグ,オリックス,駿太,2014,08/12,0,1,左飛
パリーグ,オリックス,駿太,2014,08/06,1,1,右本(1)
パリーグ,オリックス,駿太,2014,08/06,2,1,中飛
パリーグ,オリックス,駿太,2014,08/02,2,1,空三振
パリーグ,オリックス,駿太,2014,08/02,2,2,右２
パリーグ,オリックス,駿太,2014,07/31,2,2,二ゴロ
パリーグ,オリックス,駿太,2014,07/31,2,1,一ゴロ
パリーグ,オリックス,駿太,2014,07/31,1,0,投犠打
